symbol,occurrences,distinct_components,host_present,components,files
2fa.login,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/auth.php | host:routes/auth.php
ClientsNewOrEdit,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
HowitWorksNewOrEdit,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
PlanNewOrEdit,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
SubscriptionNewOrEdit,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
TestimonialsNewOrEdit,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
action,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
actions.execute,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Routes/api.php | host:app/Domains/WorkCore/Routes/api.php
actions.index,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Routes/api.php | host:app/Domains/WorkCore/Routes/api.php
actions.show,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Routes/api.php | host:app/Domains/WorkCore/Routes/api.php
activate,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
active-list,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
activity,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
add,4,4,yes,04_AI_AUTHORING_STUDIO/ai-chat-pro-skills | 13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:04_AI_AUTHORING_STUDIO/AI_System_Extensions/ai-chat-pro-skills/System\AIChatProSkillsServiceProvider.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/skills/System/SystemAIChatSkillsServiceProvider.php | host:routes/panel.php
add-prompt,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
addOrUpdate,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
addOrUpdateCategory,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
addOrUpdateDepartmentAjax,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
adjust,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
admin-vip-button,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
admin.,3,3,yes,04_AI_AUTHORING_STUDIO/plagiarism | 13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:04_AI_AUTHORING_STUDIO/Base_App_System_Extensions/plagiarism/System\AIPlagiarismServiceProvider.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
ads.,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
affiliates.,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
aimlapi,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
ajax.,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
all,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
announcements.re_notify,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
announcements.reset,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
anthropic,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
anthropic.test,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
api.,2,2,no,06_WORKFORCE_AND_ONBOARDING/HRCore | 07_COMPLIANCE_ASSESSMENT_AND_QUALITY/compliance-auditing,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/app/Providers/RouteServiceProvider.php | donor:07_COMPLIANCE_ASSESSMENT_AND_QUALITY/Modules_for_Titan_BOS/compliance-auditing/compliance-auditing/AuditLog/app/Providers/RouteServiceProvider.php
api.v1.,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/api.php
api.workcore.,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Routes/api.php | host:app/Domains/WorkCore/Routes/api.php
api.workcore.ai.,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/routes/api.php | host:app/Domains/WorkCore/System/AI/routes/api.php
api.workcore.v1.,33,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Attendance/routes/api.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Compliance/routes/api.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Dispatch/routes/api.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Forms/routes/api.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/KnowledgeBase/routes/api.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Operations/routes/api.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Premises/routes/api.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Scheduling/routes/api.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Wizards/routes/api.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Workforce/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Attendance/routes/api.php | host:app/Domains/WorkCore/System/Modules/CRM/routes/api.php | host:app/Domains/WorkCore/System/Modules/Catalogue/routes/api.php | host:app/Domains/WorkCore/System/Modules/Compliance/routes/api.php | host:app/Domains/WorkCore/System/Modules/Dispatch/routes/api.php | host:app/Domains/WorkCore/System/Modules/Fleet/routes/api.php | host:app/Domains/WorkCore/System/Modules/Forms/routes/api.php | host:app/Domains/WorkCore/System/Modules/Inventory/routes/api.php | host:app/Domains/WorkCore/System/Modules/KnowledgeBase/routes/api.php | host:app/Domains/WorkCore/System/Modules/Operations/routes/api.php | host:app/Domains/WorkCore/System/Modules/Premises/routes/api.php | host:app/Domains/WorkCore/System/Modules/RecurringServices/routes/api.php | host:app/Domains/WorkCore/System/Modules/Repairs/routes/api.php | host:app/Domains/WorkCore/System/Modules/Reviews/routes/api.php | host:app/Domains/WorkCore/System/Modules/Rosters/routes/api.php | host:app/Domains/WorkCore/System/Modules/Scheduling/routes/api.php | host:app/Domains/WorkCore/System/Modules/Supply/routes/api.php | host:app/Domains/WorkCore/System/Modules/Support/routes/api.php | host:app/Domains/WorkCore/System/Modules/Territories/routes/api.php | host:app/Domains/WorkCore/System/Modules/Wizards/routes/api.php | host:app/Domains/WorkCore/System/Modules/Workforce/routes/api.php
apikeys.,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
apply,4,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
appointments.index,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Scheduling/routes/api.php | host:app/Domains/WorkCore/System/Modules/Scheduling/routes/api.php
appointments.reschedule,3,3,yes,09_PROPERTY_JOBS_AND_DISPATCH/Dispatch | 13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/Dispatch/Dispatch/Routes/api.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Scheduling/routes/api.php | host:app/Domains/WorkCore/System/Modules/Scheduling/routes/api.php
appointments.status,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Scheduling/routes/api.php | host:app/Domains/WorkCore/System/Modules/Scheduling/routes/api.php
appointments.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Scheduling/routes/api.php | host:app/Domains/WorkCore/System/Modules/Scheduling/routes/api.php
approvals.approve,2,2,no,11_AUDIT_INTEGRATIONS_AND_RECOVERY/TitanRewind-worksuite-upgrade-pass4 | Titan Zero Chatbot PWA,donor:11_AUDIT_INTEGRATIONS_AND_RECOVERY/Modules_for_Titan_BOS/TitanRewind-worksuite-upgrade-pass4/TitanRewind/Routes/web.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/governance/routes/web.php
approvals.decide,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/routes/api.php | host:app/Domains/WorkCore/System/AI/routes/api.php
approvals.index,3,3,no,08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/TitanVault | 11_AUDIT_INTEGRATIONS_AND_RECOVERY/TitanRewind-worksuite-upgrade-pass4 | Titan Zero Chatbot PWA,donor:08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/Modules_for_Titan_BOS/TitanVault/TitanVault/Routes/web.php | donor:11_AUDIT_INTEGRATIONS_AND_RECOVERY/Modules_for_Titan_BOS/TitanRewind-worksuite-upgrade-pass4/TitanRewind/Routes/web.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/governance/routes/web.php
approvals.resume,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/AI/routes/api.php | host:app/Domains/WorkCore/System/AI/routes/api.php
approve,5,2,no,06_WORKFORCE_AND_ONBOARDING/HRCore | 08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/TitanVault,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php | donor:08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/Modules_for_Titan_BOS/TitanVault/TitanVault/Routes/web.php
articlewizard.,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
asset-categories.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.assignments.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.availability.show,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.calibrations.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.checkin.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.checkout.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.conditions.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.custody.overdue,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.damage-reports.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.documents.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.identifiers.lookup,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.identifiers.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.index,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.maintenance-plans.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.maintenance.complete,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.maintenance.start,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.maintenance.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.meter-readings.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.status-override.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.status.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.supply-handoffs.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.transfer.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.warranties.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.warranty-claims.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.warranty-claims.transition,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assets.writeoff.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Assets/routes/api.php | host:app/Domains/WorkCore/System/Modules/Assets/routes/api.php
assignPlanByAdmin,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
assignTokenByAdmin,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
attendance,3,2,no,06_WORKFORCE_AND_ONBOARDING/HRCore | 07_COMPLIANCE_ASSESSMENT_AND_QUALITY/compliance-auditing,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php | donor:07_COMPLIANCE_ASSESSMENT_AND_QUALITY/Modules_for_Titan_BOS/compliance-auditing/compliance-auditing/Auditing/Routes/web.php
