symbol,occurrences,distinct_components,host_present,components,files
env:LOG_SLACK_WEBHOOK_URL,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/logging.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/logging.php | host:config/logging.php
env:LOG_STDERR_FORMATTER,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/logging.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/logging.php | host:config/logging.php
env:MAGICAI_USER_TYPE,5,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/magicaiupdater.php | host:config/magicaiupdater.php | host:packages/magicai/magicai-healthy/config/magicai-checker.php | host:packages/magicai/magicai-updater/config/magicai-updater.php | host:resources/views/default/panel/admin/update/index.blade.php
env:MAILGUN_DOMAIN,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/services.php | host:config/services.php
env:MAILGUN_ENDPOINT,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/services.php | host:config/services.php
env:MAILGUN_SECRET,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/services.php | host:config/services.php
env:MAIL_EHLO_DOMAIN,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mail.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/mail.php | host:config/mail.php
env:MAIL_ENCRYPTION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mail.php | host:config/mail.php
env:MAIL_FROM_ADDRESS,5,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/health.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mail.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/mail.php | host:config/health.php | host:config/mail.php
env:MAIL_FROM_NAME,5,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/health.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mail.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/mail.php | host:config/health.php | host:config/mail.php
env:MAIL_HOST,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mail.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/mail.php | host:config/mail.php
env:MAIL_LOG_CHANNEL,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mail.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/mail.php | host:config/mail.php
env:MAIL_MAILER,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mail.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/mail.php | host:config/mail.php
env:MAIL_PASSWORD,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mail.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/mail.php | host:config/mail.php
env:MAIL_PORT,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mail.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/mail.php | host:config/mail.php
env:MAIL_SENDMAIL_PATH,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mail.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/mail.php | host:config/mail.php
env:MAIL_USERNAME,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mail.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/mail.php | host:config/mail.php
env:MEMCACHED_HOST,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/cache.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/cache.php | host:config/cache.php
env:MEMCACHED_PASSWORD,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/cache.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/cache.php | host:config/cache.php
env:MEMCACHED_PERSISTENT_ID,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/cache.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/cache.php | host:config/cache.php
env:MEMCACHED_PORT,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/cache.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/cache.php | host:config/cache.php
env:MEMCACHED_USERNAME,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/cache.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/cache.php | host:config/cache.php
env:MENU_CACHE_BY_USER_ID,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/app.php | host:config/app.php
env:MINIFY_ASSETS_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/minify.php | host:config/minify.php
env:MINIFY_CSS_SEMICOLON,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/minify.php | host:config/minify.php
env:MINIFY_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/minify.php | host:config/minify.php
env:MINIFY_JS_SEMICOLON,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/minify.php | host:config/minify.php
env:MINIFY_OBFUSCATE,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/minify.php | host:config/minify.php
env:MINIFY_REMOVE_COMMENTS,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/minify.php | host:config/minify.php
env:MOBILE_APP_DEVELOPER_NAME,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mobileapp.php | host:config/mobileapp.php
env:MOBILE_APP_MAILTO,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mobileapp.php | host:config/mobileapp.php
env:MOBILE_APP_NAME,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mobileapp.php | host:config/mobileapp.php
env:MOBILE_APP_PACKAGE_ID,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/mobileapp.php | host:config/mobileapp.php
env:MYSQL_ATTR_SSL_CA,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/database.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/database.php | host:config/database.php
env:NEWSLETTER_API_KEY,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/newsletter.php | host:config/newsletter.php
env:NEWSLETTER_DRIVER,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/newsletter.php | host:config/newsletter.php
env:NEWSLETTER_ENDPOINT,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/newsletter.php | host:config/newsletter.php
env:NEWSLETTER_LIST_ID,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/newsletter.php | host:config/newsletter.php
env:OCTANE_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/octane.php | host:config/octane.php
env:OCTANE_HTTPS,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/octane.php | host:config/octane.php
env:OCTANE_SERVER,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/octane.php | host:config/octane.php
env:OH_DEAR_HEALTH_CHECK_SECRET,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/health.php | host:config/health.php
env:OPENAI_API_KEY,9,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/openai.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/xai.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/Runtime/LaravelGeneralConversationEngine.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/governance/config/titan-ai-governance.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/governance/tests/pass4_contract.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/config/titan-ai.php | host:config/openai.php | host:config/xai.php | host:packages/openai-php/laravel/config/openai.php
env:OPENAI_BASE_URL,2,2,yes,MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/governance/config/titan-ai-governance.php | host:packages/openai-php/laravel/config/openai.php
env:OPENAI_ORGANIZATION,4,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/openai.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/governance/config/titan-ai-governance.php | host:config/openai.php | host:packages/openai-php/laravel/config/openai.php
env:OPENAI_PROJECT,2,2,yes,MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/governance/config/titan-ai-governance.php | host:packages/openai-php/laravel/config/openai.php
env:OPENAI_REQUEST_TIMEOUT,5,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/openai.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/xai.php | host:config/openai.php | host:config/xai.php | host:packages/openai-php/laravel/config/openai.php
env:PAPERTRAIL_PORT,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/logging.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/logging.php | host:config/logging.php
env:PAPERTRAIL_URL,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/logging.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/logging.php | host:config/logging.php
env:PAYPAL_CURRENCY,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/paypal.php | host:config/paypal.php
env:PAYPAL_LIVE_APP_ID,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/paypal.php | host:config/paypal.php
env:PAYPAL_LIVE_CLIENT_ID,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/paypal.php | host:config/paypal.php
env:PAYPAL_LIVE_CLIENT_SECRET,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/paypal.php | host:config/paypal.php
env:PAYPAL_LOCALE,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/paypal.php | host:config/paypal.php
env:PAYPAL_MODE,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/paypal.php | host:config/paypal.php
env:PAYPAL_NOTIFY_URL,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/paypal.php | host:config/paypal.php
env:PAYPAL_PAYMENT_ACTION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/paypal.php | host:config/paypal.php
env:PAYPAL_SANDBOX_CLIENT_ID,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/paypal.php | host:config/paypal.php
env:PAYPAL_SANDBOX_CLIENT_SECRET,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/paypal.php | host:config/paypal.php
env:PAYPAL_VALIDATE_SSL,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/paypal.php | host:config/paypal.php
env:POSTMARK_TOKEN,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/services.php | host:config/services.php
env:PUSHER_APP_CLUSTER,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/broadcasting.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/broadcasting.php | host:config/broadcasting.php
env:PUSHER_APP_ID,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/broadcasting.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/broadcasting.php | host:config/broadcasting.php
env:PUSHER_APP_KEY,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/broadcasting.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/broadcasting.php | host:config/broadcasting.php
env:PUSHER_APP_SECRET,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/broadcasting.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/broadcasting.php | host:config/broadcasting.php
env:PUSHER_HOST,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/broadcasting.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/broadcasting.php | host:config/broadcasting.php
env:PUSHER_PORT,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/broadcasting.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/broadcasting.php | host:config/broadcasting.php
env:PUSHER_SCHEME,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/broadcasting.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/broadcasting.php | host:config/broadcasting.php
env:QUEUE_CONNECTION,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/queue.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/queue.php | host:config/queue.php
env:QUEUE_FAILED_DRIVER,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/queue.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/queue.php | host:config/queue.php
env:RECAPTCHA_SECRET_KEY,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/services.php | host:config/services.php
env:RECAPTCHA_SITE_KEY,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/services.php | host:config/services.php
env:REDIS_CACHE_DB,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/database.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/database.php | host:config/database.php
env:REDIS_CLIENT,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/database.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/database.php | host:config/database.php
env:REDIS_CLUSTER,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/database.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/database.php | host:config/database.php
env:REDIS_DB,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/database.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/database.php | host:config/database.php
env:REDIS_HOST,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/database.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/database.php | host:config/database.php
env:REDIS_PASSWORD,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/database.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/database.php | host:config/database.php
env:REDIS_PORT,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/database.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/database.php | host:config/database.php
env:REDIS_PREFIX,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/database.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/database.php | host:config/database.php
env:REDIS_QUEUE,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/queue.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/queue.php | host:config/queue.php
env:REDIS_URL,3,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/config/database.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/config/database.php | host:config/database.php
