symbol,occurrences,distinct_components,host_present,components,files
project_files,2,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2022_07_19_060243_create_project_files_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2022_07_19_060243_create_project_files_table.php
project_members,2,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2025_01_01_100002_create_project_members_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2025_01_01_100002_create_project_members_table.php
project_statuses,2,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2025_01_01_100001_create_project_statuses_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2025_01_01_100001_create_project_statuses_table.php
projects,4,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2022_06_21_104337_create_projects_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2025_01_01_100000_create_projects_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2022_06_21_104337_create_projects_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2025_01_01_100000_create_projects_table.php
qc_record_items,2,2,no,07_COMPLIANCE_ASSESSMENT_AND_QUALITY/CleanQuality | 07_COMPLIANCE_ASSESSMENT_AND_QUALITY/QualityControl,donor:07_COMPLIANCE_ASSESSMENT_AND_QUALITY/Modules_for_Titan_BOS/CleanQuality/CleanQuality/Database/Migrations/2026_04_10_600003_create_qc_record_items_table.php | donor:07_COMPLIANCE_ASSESSMENT_AND_QUALITY/Modules_for_Titan_BOS/QualityControl/QualityControl/Database/Migrations/2026_04_10_600003_create_qc_record_items_table.php
qc_records,2,2,no,07_COMPLIANCE_ASSESSMENT_AND_QUALITY/CleanQuality | 07_COMPLIANCE_ASSESSMENT_AND_QUALITY/QualityControl,donor:07_COMPLIANCE_ASSESSMENT_AND_QUALITY/Modules_for_Titan_BOS/CleanQuality/CleanQuality/Database/Migrations/2026_04_10_600002_create_qc_records_table.php | donor:07_COMPLIANCE_ASSESSMENT_AND_QUALITY/Modules_for_Titan_BOS/QualityControl/QualityControl/Database/Migrations/2026_04_10_600002_create_qc_records_table.php
resource_allocations,2,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2025_07_24_create_resource_allocations_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2025_07_24_create_resource_allocations_table.php
resource_capacities,2,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2025_07_24_create_resource_allocations_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2025_07_24_create_resource_allocations_table.php
service_parts,2,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2024_03_23_092920_create_service_parts_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2024_03_23_092920_create_service_parts_table.php
service_tasks,2,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2024_03_23_092943_create_service_tasks_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2024_03_23_092943_create_service_tasks_table.php
settings,2,2,yes,MagicAI + WorkCore host | Titan Train v0.7.0,donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/database/migrations/2025_11_24_083018_create_settings_table.php | host:database/migrations/2023_03_01_113611_create_settings_table.php
shifts,3,2,no,06_WORKFORCE_AND_ONBOARDING/HRCore | 09_PROPERTY_JOBS_AND_DISPATCH/Dispatch,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Database/Migrations/2024_09_28_105032_create_shifts.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/database/migrations/2024_09_28_105032_create_shifts.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/Dispatch/Dispatch/Database/Migrations/2026_05_13_000200_create_dispatch_shifts_tables.php
skills,2,2,no,04_AI_AUTHORING_STUDIO/ai-chat-pro-skills | Titan Zero Chatbot PWA,donor:04_AI_AUTHORING_STUDIO/AI_System_Extensions/ai-chat-pro-skills/database\migrations\2026_03_23_000001_create_skills_table.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/skills/database/migrations/2026_03_23_000001_create_skills_table.php
stages,2,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2020_03_23_153638_create_stages_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2020_03_23_153638_create_stages_table.php
sub_tasks,2,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2019_10_14_233948_create_sub_tasks_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2019_10_14_233948_create_sub_tasks_table.php
task_files,2,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2019_05_15_054812_create_task_files_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2019_05_15_054812_create_task_files_table.php
tasks,2,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2019_05_13_061456_create_tasks_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2019_05_13_061456_create_tasks_table.php
team_members,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/database/migrations/2024_01_29_143721_create_team_members_table.php | host:database/migrations/2024_01_29_143721_create_team_members_table.php
teams,4,3,yes,06_WORKFORCE_AND_ONBOARDING/HRCore | 13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Database/Migrations/2024_10_09_160850_create_teams.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/database/migrations/2024_10_09_160850_create_teams.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/database/migrations/2024_01_29_143656_create_teams_table.php | host:database/migrations/2024_01_29_143656_create_teams_table.php
timesheets,2,1,no,09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs,donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/Migrations/2025_07_16_235452_create_timesheets_table.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Database/migrations/2025_07_16_235452_create_timesheets_table.php
tm_accountant_exports,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120047_create_tm_reconciliation_forecasting_and_export_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120047_create_tm_reconciliation_forecasting_and_export_tables.php
tm_accounting_periods,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120046_create_tm_ledger_tax_and_period_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120046_create_tm_ledger_tax_and_period_tables.php
tm_accounts,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120046_create_tm_ledger_tax_and_period_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120046_create_tm_ledger_tax_and_period_tables.php
tm_action_attempts,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120048_create_tm_autonomous_money_management_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120048_create_tm_autonomous_money_management_tables.php
tm_audit_events,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120049_create_tm_runtime_audit_and_inbox_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120049_create_tm_runtime_audit_and_inbox_tables.php
tm_automation_policies,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120048_create_tm_autonomous_money_management_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120048_create_tm_autonomous_money_management_tables.php
tm_bank_accounts,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120047_create_tm_reconciliation_forecasting_and_export_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120047_create_tm_reconciliation_forecasting_and_export_tables.php
tm_bank_imports,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120051_create_tm_integration_runtime_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120051_create_tm_integration_runtime_tables.php
tm_bank_transactions,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120047_create_tm_reconciliation_forecasting_and_export_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120047_create_tm_reconciliation_forecasting_and_export_tables.php
tm_budget_actuals,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php
tm_budget_approval_thresholds,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php
tm_budget_forecast_scenarios,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php
tm_budget_lines,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php
tm_budget_variances,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php
tm_budgets,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php
tm_collection_controls,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120050_create_tm_collections_and_payment_runtime_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120050_create_tm_collections_and_payment_runtime_tables.php
tm_collection_messages,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120050_create_tm_collections_and_payment_runtime_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120050_create_tm_collections_and_payment_runtime_tables.php
tm_collection_sequence_steps,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120048_create_tm_autonomous_money_management_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120048_create_tm_autonomous_money_management_tables.php
tm_collection_sequences,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120048_create_tm_autonomous_money_management_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120048_create_tm_autonomous_money_management_tables.php
tm_credit_notes,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120045_create_tm_payments_expenses_and_payables_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120045_create_tm_payments_expenses_and_payables_tables.php
tm_customer_statements,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php
tm_document_snapshots,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120043_create_tm_document_snapshots_table.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120043_create_tm_document_snapshots_table.php
tm_einvoice_events,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php
tm_einvoice_profiles,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php
tm_einvoice_transmissions,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php
tm_estimate_lines,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php
tm_estimate_versions,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php
tm_estimates,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php
tm_expense_attachments,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120045_create_tm_payments_expenses_and_payables_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120045_create_tm_payments_expenses_and_payables_tables.php
tm_expense_claim_receipts,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php
tm_expense_claims,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120052_create_tm_missing_money_domains_tables.php
tm_expenses,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120045_create_tm_payments_expenses_and_payables_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120045_create_tm_payments_expenses_and_payables_tables.php
tm_external_event_inbox,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120049_create_tm_runtime_audit_and_inbox_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120049_create_tm_runtime_audit_and_inbox_tables.php
tm_financial_exceptions,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120048_create_tm_autonomous_money_management_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120048_create_tm_autonomous_money_management_tables.php
tm_financial_settings,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120039_create_tm_financial_settings_table.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120039_create_tm_financial_settings_table.php
tm_forecast_scenarios,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120047_create_tm_reconciliation_forecasting_and_export_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120047_create_tm_reconciliation_forecasting_and_export_tables.php
tm_idempotency_keys,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120042_create_tm_idempotency_keys_table.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120042_create_tm_idempotency_keys_table.php
tm_invoice_events,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php
tm_invoice_lines,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php
tm_invoices,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120044_create_tm_commercial_documents_tables.php
tm_job_profitability_snapshots,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120047_create_tm_reconciliation_forecasting_and_export_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120047_create_tm_reconciliation_forecasting_and_export_tables.php
tm_journal_entries,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120046_create_tm_ledger_tax_and_period_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120046_create_tm_ledger_tax_and_period_tables.php
tm_journal_lines,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120046_create_tm_ledger_tax_and_period_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120046_create_tm_ledger_tax_and_period_tables.php
tm_number_sequences,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120041_create_tm_number_sequences_table.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120041_create_tm_number_sequences_table.php
tm_outbox_events,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Database/Migrations/2026_07_23_120048_create_tm_autonomous_money_management_tables.php | host:app/Domains/WorkCore/Database/Migrations/2026_07_23_120048_create_tm_autonomous_money_management_tables.php
